,fname,Class,duration
11314,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1315.wav,Bass_Guitar,3.0
11315,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1145.wav,Bass_Guitar,3.0
11316,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1146.wav,Bass_Guitar,3.0
11317,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1136.wav,Bass_Guitar,3.0
11318,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1147.wav,Bass_Guitar,3.0
11319,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1123.wav,Bass_Guitar,3.0
11320,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1121.wav,Bass_Guitar,3.0
11321,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\110.wav,Bass_Guitar,3.0
11322,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1100.wav,Bass_Guitar,3.0
11323,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1144.wav,Bass_Guitar,3.0
11324,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1101.wav,Bass_Guitar,3.0
11325,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1103.wav,Bass_Guitar,3.0
11326,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1104.wav,Bass_Guitar,3.0
11327,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1105.wav,Bass_Guitar,3.0
11328,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1106.wav,Bass_Guitar,3.0
11329,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1107.wav,Bass_Guitar,3.0
11330,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1108.wav,Bass_Guitar,3.0
11331,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1109.wav,Bass_Guitar,3.0
11332,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\111.wav,Bass_Guitar,3.0
11333,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1102.wav,Bass_Guitar,3.0
11334,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1143.wav,Bass_Guitar,3.0
11335,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1142.wav,Bass_Guitar,3.0
11336,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1141.wav,Bass_Guitar,3.0
11337,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1401.wav,Bass_Guitar,3.0
11338,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1125.wav,Bass_Guitar,3.0
11339,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1126.wav,Bass_Guitar,3.0
11340,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1127.wav,Bass_Guitar,3.0
11341,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1128.wav,Bass_Guitar,3.0
11342,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1129.wav,Bass_Guitar,3.0
11343,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\113.wav,Bass_Guitar,3.0
11344,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1130.wav,Bass_Guitar,3.0
11345,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1131.wav,Bass_Guitar,3.0
11346,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1132.wav,Bass_Guitar,3.0
11347,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1133.wav,Bass_Guitar,3.0
11348,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1134.wav,Bass_Guitar,3.0
11349,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1124.wav,Bass_Guitar,3.0
11350,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1135.wav,Bass_Guitar,3.0
11351,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1137.wav,Bass_Guitar,3.0
11352,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1138.wav,Bass_Guitar,3.0
11353,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1139.wav,Bass_Guitar,3.0
11354,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\114.wav,Bass_Guitar,3.0
11355,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1140.wav,Bass_Guitar,3.0
11356,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1111.wav,Bass_Guitar,3.0
11357,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1403.wav,Bass_Guitar,3.0
11358,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1112.wav,Bass_Guitar,3.0
11359,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1114.wav,Bass_Guitar,3.0
11360,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1187.wav,Bass_Guitar,3.0
11361,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1189.wav,Bass_Guitar,3.0
11362,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\119.wav,Bass_Guitar,3.0
11363,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1190.wav,Bass_Guitar,3.0
11364,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1191.wav,Bass_Guitar,3.0
11365,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1192.wav,Bass_Guitar,3.0
11366,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1193.wav,Bass_Guitar,3.0
11367,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1194.wav,Bass_Guitar,3.0
11368,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1176.wav,Bass_Guitar,3.0
11369,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1195.wav,Bass_Guitar,3.0
11370,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1197.wav,Bass_Guitar,3.0
11371,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1198.wav,Bass_Guitar,3.0
11372,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1188.wav,Bass_Guitar,3.0
11373,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1175.wav,Bass_Guitar,3.0
11374,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1174.wav,Bass_Guitar,3.0
11375,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1173.wav,Bass_Guitar,3.0
11376,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1150.wav,Bass_Guitar,3.0
11377,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1151.wav,Bass_Guitar,3.0
11378,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1196.wav,Bass_Guitar,3.0
11379,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1186.wav,Bass_Guitar,3.0
11380,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1185.wav,Bass_Guitar,3.0
11381,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1184.wav,Bass_Guitar,3.0
11382,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1115.wav,Bass_Guitar,3.0
11383,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1116.wav,Bass_Guitar,3.0
11384,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1117.wav,Bass_Guitar,3.0
11385,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1118.wav,Bass_Guitar,3.0
11386,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1119.wav,Bass_Guitar,3.0
11387,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\112.wav,Bass_Guitar,3.0
11388,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1120.wav,Bass_Guitar,3.0
11389,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1110.wav,Bass_Guitar,3.0
11390,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1148.wav,Bass_Guitar,3.0
11391,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1149.wav,Bass_Guitar,3.0
11392,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\115.wav,Bass_Guitar,3.0
11393,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1177.wav,Bass_Guitar,3.0
11394,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1178.wav,Bass_Guitar,3.0
11395,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1179.wav,Bass_Guitar,3.0
11396,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\118.wav,Bass_Guitar,3.0
11397,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1180.wav,Bass_Guitar,3.0
11398,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1181.wav,Bass_Guitar,3.0
11399,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1182.wav,Bass_Guitar,3.0
11400,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1183.wav,Bass_Guitar,3.0
11401,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1113.wav,Bass_Guitar,3.0
11402,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\181.wav,Bass_Guitar,3.0
11403,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1709.wav,Bass_Guitar,3.0
11404,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1682.wav,Bass_Guitar,3.0
11405,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1623.wav,Bass_Guitar,3.0
11406,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1624.wav,Bass_Guitar,3.0
11407,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1625.wav,Bass_Guitar,3.0
11408,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1626.wav,Bass_Guitar,3.0
11409,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1627.wav,Bass_Guitar,3.0
11410,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1628.wav,Bass_Guitar,3.0
11411,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1629.wav,Bass_Guitar,3.0
11412,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\163.wav,Bass_Guitar,3.0
11413,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1622.wav,Bass_Guitar,3.0
11414,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\162.wav,Bass_Guitar,3.0
11415,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1658.wav,Bass_Guitar,3.0
11416,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1659.wav,Bass_Guitar,3.0
11417,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1687.wav,Bass_Guitar,3.0
11418,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1688.wav,Bass_Guitar,3.0
11419,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1689.wav,Bass_Guitar,3.0
11420,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\169.wav,Bass_Guitar,3.0
11421,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1690.wav,Bass_Guitar,3.0
11422,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1691.wav,Bass_Guitar,3.0
11423,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1657.wav,Bass_Guitar,3.0
11424,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1621.wav,Bass_Guitar,3.0
11425,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1620.wav,Bass_Guitar,3.0
11426,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1619.wav,Bass_Guitar,3.0
11427,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\2303.wav,Bass_Guitar,3.0
11428,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1654.wav,Bass_Guitar,3.0
11429,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1655.wav,Bass_Guitar,3.0
11430,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1645.wav,Bass_Guitar,3.0
11431,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1656.wav,Bass_Guitar,3.0
11432,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1632.wav,Bass_Guitar,3.0
11433,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1630.wav,Bass_Guitar,3.0
11434,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1609.wav,Bass_Guitar,3.0
11435,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\161.wav,Bass_Guitar,3.0
11436,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1610.wav,Bass_Guitar,3.0
11437,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1611.wav,Bass_Guitar,3.0
11438,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1612.wav,Bass_Guitar,3.0
11439,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1613.wav,Bass_Guitar,3.0
11440,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1614.wav,Bass_Guitar,3.0
11441,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1615.wav,Bass_Guitar,3.0
11442,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1616.wav,Bass_Guitar,3.0
11443,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1617.wav,Bass_Guitar,3.0
11444,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1618.wav,Bass_Guitar,3.0
11445,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1631.wav,Bass_Guitar,3.0
11446,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1692.wav,Bass_Guitar,3.0
11447,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1693.wav,Bass_Guitar,3.0
11448,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1694.wav,Bass_Guitar,3.0
11449,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1695.wav,Bass_Guitar,3.0
11450,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1664.wav,Bass_Guitar,3.0
11451,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1665.wav,Bass_Guitar,3.0
11452,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1666.wav,Bass_Guitar,3.0
11453,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1667.wav,Bass_Guitar,3.0
11454,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1668.wav,Bass_Guitar,3.0
11455,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\167.wav,Bass_Guitar,3.0
11456,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1670.wav,Bass_Guitar,3.0
11457,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1671.wav,Bass_Guitar,3.0
11458,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1672.wav,Bass_Guitar,3.0
11459,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1673.wav,Bass_Guitar,3.0
11460,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1674.wav,Bass_Guitar,3.0
11461,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1675.wav,Bass_Guitar,3.0
11462,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1676.wav,Bass_Guitar,3.0
11463,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1677.wav,Bass_Guitar,3.0
11464,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1678.wav,Bass_Guitar,3.0
11465,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1679.wav,Bass_Guitar,3.0
11466,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\168.wav,Bass_Guitar,3.0
11467,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1680.wav,Bass_Guitar,3.0
11468,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1681.wav,Bass_Guitar,3.0
11469,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1663.wav,Bass_Guitar,3.0
11470,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1152.wav,Bass_Guitar,3.0
11471,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1662.wav,Bass_Guitar,3.0
11472,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1660.wav,Bass_Guitar,3.0
11473,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1696.wav,Bass_Guitar,3.0
11474,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1686.wav,Bass_Guitar,3.0
11475,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1697.wav,Bass_Guitar,3.0
11476,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1699.wav,Bass_Guitar,3.0
11477,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\17.wav,Bass_Guitar,3.0
11478,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\170.wav,Bass_Guitar,3.0
11479,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1700.wav,Bass_Guitar,3.0
11480,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1701.wav,Bass_Guitar,3.0
11481,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1702.wav,Bass_Guitar,3.0
11482,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1703.wav,Bass_Guitar,3.0
11483,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1704.wav,Bass_Guitar,3.0
11484,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1705.wav,Bass_Guitar,3.0
11485,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1706.wav,Bass_Guitar,3.0
11486,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1707.wav,Bass_Guitar,3.0
11487,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1698.wav,Bass_Guitar,3.0
11488,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1685.wav,Bass_Guitar,3.0
11489,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1684.wav,Bass_Guitar,3.0
11490,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1683.wav,Bass_Guitar,3.0
11491,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\166.wav,Bass_Guitar,3.0
11492,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1661.wav,Bass_Guitar,3.0
11493,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1316.wav,Bass_Guitar,3.0
11494,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1153.wav,Bass_Guitar,3.0
11495,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1155.wav,Bass_Guitar,3.0
11496,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1055.wav,Bass_Guitar,3.0
11497,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1056.wav,Bass_Guitar,3.0
11498,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1057.wav,Bass_Guitar,3.0
11499,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1058.wav,Bass_Guitar,3.0
11500,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1059.wav,Bass_Guitar,3.0
11501,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\106.wav,Bass_Guitar,3.0
11502,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1060.wav,Bass_Guitar,3.0
11503,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1061.wav,Bass_Guitar,3.0
11504,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1054.wav,Bass_Guitar,3.0
11505,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1062.wav,Bass_Guitar,3.0
11506,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1064.wav,Bass_Guitar,3.0
11507,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1065.wav,Bass_Guitar,3.0
11508,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1066.wav,Bass_Guitar,3.0
11509,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1067.wav,Bass_Guitar,3.0
11510,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1068.wav,Bass_Guitar,3.0
11511,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1069.wav,Bass_Guitar,3.0
11512,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\107.wav,Bass_Guitar,3.0
11513,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1070.wav,Bass_Guitar,3.0
11514,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1063.wav,Bass_Guitar,3.0
11515,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1053.wav,Bass_Guitar,3.0
11516,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1052.wav,Bass_Guitar,3.0
11517,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1051.wav,Bass_Guitar,3.0
11518,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1085.wav,Bass_Guitar,3.0
11519,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1087.wav,Bass_Guitar,3.0
11520,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1088.wav,Bass_Guitar,3.0
11521,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1089.wav,Bass_Guitar,3.0
11522,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\109.wav,Bass_Guitar,3.0
11523,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1090.wav,Bass_Guitar,3.0
11524,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1091.wav,Bass_Guitar,3.0
11525,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1092.wav,Bass_Guitar,3.0
11526,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1093.wav,Bass_Guitar,3.0
11527,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1094.wav,Bass_Guitar,3.0
11528,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1095.wav,Bass_Guitar,3.0
11529,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1096.wav,Bass_Guitar,3.0
11530,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1086.wav,Bass_Guitar,3.0
11531,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1073.wav,Bass_Guitar,3.0
11532,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1072.wav,Bass_Guitar,3.0
11533,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1071.wav,Bass_Guitar,3.0
11534,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1049.wav,Bass_Guitar,3.0
11535,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\105.wav,Bass_Guitar,3.0
11536,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1050.wav,Bass_Guitar,3.0
11537,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1098.wav,Bass_Guitar,3.0
11538,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1074.wav,Bass_Guitar,3.0
11539,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1402.wav,Bass_Guitar,3.0
11540,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1200.wav,Bass_Guitar,3.0
11541,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\135.wav,Bass_Guitar,3.0
11542,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\134.wav,Bass_Guitar,3.0
11543,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1350.wav,Bass_Guitar,3.0
11544,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1327.wav,Bass_Guitar,3.0
11545,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1325.wav,Bass_Guitar,3.0
11546,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1303.wav,Bass_Guitar,3.0
11547,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1304.wav,Bass_Guitar,3.0
11548,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1305.wav,Bass_Guitar,3.0
11549,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1349.wav,Bass_Guitar,3.0
11550,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Bass_Guitar\1306.wav,Bass_Guitar,3.0
